"num" "sf" "shift" "Temp" "LM" "MW" "C" "N" "Rh" "O" "cansmi" "envlab" "ref"
"533" "LC2008-CMP766" "C13H27N4O4PRh" "2017" 298 "DCCl3" 437.257141 13 4 1 4 "C=C[Rh](P(C)(C)C)(O/N=C(/C(=N/O)/C)\C)O/N=C(/C(=N/O)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"534" "LC2008-CMP767" "C28H33N4O7PRh" "2034" 298 "DCCl3" 671.463481 28 4 1 7 "C=C[Rh](P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1)(O/N=C(/C(=N/O)/C)\C)O/N=C(/C(=N/O)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"535" "LC2008-CMP768" "C34H37N4O4PRh" "2230" 298 "DCCl3" 699.561241 34 4 1 4 "O/N=C(/C(=N/O[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(/C=C/c1ccccc1)O/N=C(/C(=N/O)/C)\C)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"536" "LC2008-CMP769" "C31H39N4O4PRh" "2233" 298 "DCCl3" 665.545021 31 4 1 4 "CCC/C=C/[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(O/N=C(/C(=N/O)/C)\C)O/N=C(/C(=N/O)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"537" "LC2008-CMP770" "C31H39N4O4PRh" "2290" 298 "DCCl3" 665.545021 31 4 1 4 "C=CCCC[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(O/N=C(/C(=N/O)/C)\C)O/N=C(/C(=N/O)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"538" "LC2008-CMP772" "C15H30N4O4RhS" "2397" 298 "DCCl3" 465.3936 15 4 1 4 "C=CCCC[Rh](S(C)C)(O/N=C(/C(=N/O)/C)\C)O/N=C(/C(=N/O)/C)\C" "O1O1C1S1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"539" "LC2008-CMP834" "C6H3K3N6Rh" "340" 298 "HClO4 (aq)" 379.32862 6 6 1 0 "N#C[Rh](C#N)(C#N)(C#N)(C#N)C#N.[KH].[KH].[KH]" "C1C1C1C1C1C1" "M. C. Read, J. Glaser, I. Persson and M. Sandström, J. Chem. Soc. Dalton Trans., 1994, 3243."
"540" "LC2008-CMP835" "C55H50NP3Rh" "-581" 247 "DCCl3" 920.818983 55 1 1 0 "N#C[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "C1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"541" "LC2008-CMP836" "C42H40N2P2Rh" "56" 300 "toluene-d8" 737.633422 42 2 1 0 "N#C[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "C1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"542" "LC2008-CMP837" "C55H48NO2P3Rh" "1716" 300 "DCCl3" 950.801903 55 1 1 2 "O=[O][Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N" "C1P1P1P1O1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"543" "LC2008-CMP838" "C42H38N2O2P2Rh" "2003" 300 "DCCl3" 767.616342 42 2 1 2 "O=[O][Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)(N1=CC=CC=C1)C#N" "N1C1P1P1O1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"544" "LC2008-CMP839" "C73H66BNP3Rh" "-609" 247 "DCCl3" 1163.949623 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)N#C[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "C1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"545" "LC2008-CMP840" "C60H56BN2P2Rh" "2" 300 "toluene-d8" 980.764062 60 2 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)N#C[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "N1C1H1H1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"546" "LC2008-CMP841" "C73H64BNO2P3Rh" "1393" 247 "toluene-d8" 1193.932543 73 1 1 2 "O=[O][Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N[B](c1ccccc1)(c1ccccc1)c1ccccc1" "C1P1P1P1O1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"547" "LC2008-CMP842" "C27H30N5O4PRh" "2308" 298 "DCCl3" 622.437461 27 5 1 4 "O/N=C(/C(=N/O[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(O/N=C(/C(=N/O)/C)\C)C#N)/C)\C" "O1O1C1P1" "M. Ludwig, L. Öhrström and D. Steinborn, Magn. Reson. Chem., 1995, 33, 984."
"548" "LC2008-CMP843" "C54H111N9RhSe4" "1680" 243 "CD2Cl2" 1305.26494 54 9 1 0 "N#C[Rh]([Se]C#N)([Se]C#N)([Se]C#N)([Se]C#N)C#N.CCCCN(CCCC)(CCCC)CCCC.CCCCN(CCCC)(CCCC)CCCC.CCCCN(CCCC)(CCCC)CCCC" "C1C1Se1Se1Se1Se1" "J.-U. Rohde and W. Preetz, Z. Anorg. Allg. Chem., 2000, 626, 1550."
"549" "LC2008-CMP844" "C17H25Cl2OP2Rh" "239" 297 "C6D6" 481.138822 17 0 1 1 "[O]#C[RhH](P(c1ccccc1)(C)C)(P(c1ccccc1)(C)C)(Cl)Cl" "Cl1Cl1H1P1P1C1" "E. M. Hyde, J. D. Kennedy, B. L. Shaw and W. McFarlane, J. Chem. Soc. Dalton Trans., 1977, 1571."
"550" "LC2008-CMP845" "C17H24Cl3OP2Rh" "1588" 297 "C6D6" 515.583882 17 0 1 1 "[O]#C[Rh](P(c1ccccc1)(C)C)(P(c1ccccc1)(C)C)(Cl)(Cl)Cl" "Cl1Cl1Cl1P1P1C1" "E. M. Hyde, J. D. Kennedy, B. L. Shaw and W. McFarlane, J. Chem. Soc. Dalton Trans., 1977, 1571."
"551" "LC2008-CMP846" "C7H20Cl3OP2Rh" "1477" NA "C6D6" 391.445122 7 0 1 1 "[O]#C[Rh](P(C)(C)C)(P(C)(C)C)(Cl)(Cl)Cl" "Cl1Cl1Cl1P1P1C1" "J. Browning, P. L. Goggin, R. J. Goodfellow, M. G. Norton, A. J. M. Rattray, B. F. Taylor and J. Mink, J. Chem. Soc. Dalton Trans., 1977, 2061."
"552" "LC2008-CMP847" "C17H24Br3OP2Rh" "1075" 297 "C6D6" 648.936882 17 0 1 1 "[O]#C[Rh](P(c1ccccc1)(C)C)(P(c1ccccc1)(C)C)(Br)(Br)Br" "Br1Br1Br1P1P1C1" "E. M. Hyde, J. D. Kennedy, B. L. Shaw and W. McFarlane, J. Chem. Soc. Dalton Trans., 1977, 1571."
"553" "LC2008-CMP848" "C7H20Br3OP2Rh" "983" NA "C6D6" 524.798122 7 0 1 1 "[O]#C[Rh](P(C)(C)C)(P(C)(C)C)(Br)(Br)Br" "Br1Br1Br1P1P1C1" "J. Browning, P. L. Goggin, R. J. Goodfellow, M. G. Norton, A. J. M. Rattray, B. F. Taylor and J. Mink, J. Chem. Soc. Dalton Trans., 1977, 2061."
"554" "LC2008-CMP849" "C12H43ClP4Rh" "-1007" 312 "CD2Cl2" 449.723364 12 0 1 0 "CP([RhH2](P(C)(C)C)(P(C)(C)C)P(C)(C)C)(C)C.Cl" "H1H1P1P1P1P1" "S. B. Duckett, G. K. Barlow, M. G. Partridge and B. A. Messerle, J. Chem. Soc. Dalton Trans., 1995, 3427.; B. A. Messerle, C. J. Sleigh, M. G. Partridge and S. B. Duckett, J. Chem. Soc. Dalton Trans., 1999, 1429."
"555" "LC2008-CMP850" "C54H52N3P3Rh" "119" 247 "DCCl3" 938.837563 54 3 1 0 "N=N=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "N1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"556" "LC2008-CMP851" "C55H50NOP3Rh" "46" 247 "DCCl3" 936.818383 55 1 1 1 "O=C=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"557" "LC2008-CMP852" "C55H50NP3RhS" "21" 247 "DCCl3" 952.883983 55 1 1 0 "S=C=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"558" "LC2008-CMP853" "C56H50N3P3Rh" "3" 247 "DCCl3" 960.843083 56 3 1 0 "N#CN([RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N" "H1H1P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"559" "LC2008-CMP854" "C73H66BNP3Rh" "-40" 247 "DCCl3" 1163.949623 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)C#N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"560" "LC2008-CMP855" "C41H42N4P2Rh" "566" 300 "toluene-d8" 755.652002 41 4 1 0 "N=N=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "N1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"561" "LC2008-CMP856" "C42H40N2OP2Rh" "537" 300 "toluene-d8" 753.632822 42 2 1 1 "O=C=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "N1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"562" "LC2008-CMP857" "C42H40N2P2RhS" "511" 300 "toluene-d8" 769.698422 42 2 1 0 "S=C=N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "N1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"563" "LC2008-CMP858" "C43H40N4P2Rh" "497" 300 "toluene-d8" 777.657522 43 4 1 0 "N#CN([RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1)C#N" "N1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"564" "LC2008-CMP859" "C60H56BN2P2Rh" "441" 300 "toluene-d8" 980.764062 60 2 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)C#N[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "N1H1H1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"565" "LC2008-CMP860" "C46H46ClN2P2Rh" "1794" 298 "CD2Cl2" 827.176862 46 2 1 0 "C1=CC=N(C=C1)C1=CC=N(C=C1)[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1.Cl" "N1H1H1P1P1" "B. T. Heaton, C. Jacob, W. Heggie, P. R. Page and I. Villax, Magn. Reson. Chem., 1991, 29, S21."
"566" "LC2008-CMP861" "C43H41NO2P2Rh" "630" 248 "toluene-d8" 768.644162 43 1 1 2 "COC(=O)[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccn1" "C1H1H1P1P1C1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"567" "LC2008-CMP862" "C48H43NO2P2Rh" "688" 248 "toluene-d8" 830.713542 48 1 1 2 "O=C([RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccn1)Oc1ccccc1" "C1H1H1P1P1C1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"568" "LC2008-CMP863" "C47H42N2O2P2Rh" "523" 300 "DCCl3" 831.701602 47 2 1 2 "O=C([RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccn1)Oc1ccccn1" "C1H1H1P1P1C1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"569" "LC2008-CMP864" "C41H37N2O2P2Rh" "506" 300 "DCCl3" 754.597702 41 2 1 2 "O=C(c1cnccn1)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "O1H1H1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"570" "LC2008-CMP865" "C46H40NO2P2Rh" "453" 300 "DCCl3" 803.668322 46 1 1 2 "O=C(c1ccc2c(n1)cccc2)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "O1H1H1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"571" "LC2008-CMP866" "C47H40NO4P2Rh" "490" 300 "DCCl3" 847.677822 47 1 1 4 "O=C(O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)OC(=O)c1ccc2c(n1)cccc2" "H1H1P1P1O1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"572" "LC2008-CMP867" "C46H39N2O4P2Rh" "436" 300 "DCCl3" 848.665882 46 2 1 4 "O=C(O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)OC(=O)c1cnc2c(n1)cccc2" "H1H1P1P1O1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"573" "LC2008-CMP868" "C41H38ClNP2Rh" "485" 300 "toluene-d8" 745.053142 41 1 1 0 "Cl[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1P1C1Cl1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"574" "LC2008-CMP869" "C41H38ClNP2Rh" "460" 247 "toluene-d8" 745.053142 41 1 1 0 "Cl[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1P1C1Cl1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"575" "LC2008-CMP870" "C41H41ClN2P2Rh" "387" 300 "CD2Cl2" 762.083662 41 2 1 0 "Cc1nn(c(c1)C)[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)Cl" "H1H1P1P1Cl1N1" "V. Cı̂rcu, M. A. Fernandes and L. Carlton, Polyhedron, 2003, 22, 3293."
"576" "LC2008-CMP871" "C47H50ClNP2Rh" "119" 275 "toluene-d8" 829.212622 47 1 1 0 "Cl[RhH2](P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1)(P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1)c1ccncc1" "H1H1P1P1Cl1C1" "R. Zhou, J. A. Aguilar, A. Charlton, S. B. Duckett, P. I. P. Elliott and R. Kandiah, J. Chem. Soc. Dalton Trans., 2005, 3773."
"577" "LC2008-CMP872" "C41H74ClNP2Rh" "337" 235 "toluene-d8" 781.338982 41 1 1 0 "Cl[RhH2](P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1ccncc1" "H1H1P1P1Cl1C1" "R. Zhou, J. A. Aguilar, A. Charlton, S. B. Duckett, P. I. P. Elliott and R. Kandiah, J. Chem. Soc. Dalton Trans., 2005, 3773."
"578" "LC2008-CMP873" "C31H32ClN2PRh" "856" 255 "pyridine-d5" 601.931441 31 2 1 0 "Cl[RhH2](P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1)(c1ccncc1)c1ccncc1" "C1H1H1P1Cl1C1" "R. Zhou, J. A. Aguilar, A. Charlton, S. B. Duckett, P. I. P. Elliott and R. Kandiah, J. Chem. Soc. Dalton Trans., 2005, 3773."
"579" "LC2008-CMP874" "C28H44ClN2PRh" "408" 235 "pyridine-d5" 577.994621 28 2 1 0 "Cl[RhH2](P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(c1ccncc1)c1ccncc1" "C1H1H1P1Cl1C1" "R. Zhou, J. A. Aguilar, A. Charlton, S. B. Duckett, P. I. P. Elliott and R. Kandiah, J. Chem. Soc. Dalton Trans., 2005, 3773."
"580" "LC2008-CMP875" "C44H45NP2RhS" "223" 248 "toluene-d8" 784.752822 44 1 1 0 "CCCS[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"581" "LC2008-CMP876" "C44H45NP2RhS" "215" 248 "toluene-d8" 784.752822 44 1 1 0 "CC(S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1)C" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"582" "LC2008-CMP877" "C47H49NP2RhS" "206" 248 "toluene-d8" 824.816682000001 47 1 1 0 "C1CCC(CC1)S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"583" "LC2008-CMP878" "C48H45NP2RhS" "219" 248 "toluene-d8" 832.795622 48 1 1 0 "c1ccc(cc1)CS[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"584" "LC2008-CMP879" "C47H43NP2RhS" "222" 248 "toluene-d8" 818.769042 47 1 1 0 "c1ccc(cc1)S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"585" "LC2008-CMP880" "C60H53NP2RhS" "155" 248 "toluene-d8" 984.987542 60 1 1 0 "c1ccc(cc1)C(c1ccccc1)(c1ccccc1)S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"586" "LC2008-CMP881" "C41H38F5NP2RhS6" "273" 248 "toluene-d8" 996.982158 41 1 1 0 "FS1=S(F)S(=S(S(=S1[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1)F)F)F" "H1H1P1C1P1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"587" "LC2008-CMP882" "C56H53O2P3Rh" "207" 248 "toluene-d8" 953.845603 56 0 1 2 "CC(=O)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1O1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"588" "LC2008-CMP883" "C61H55O2P3Rh" "183" 248 "toluene-d8" 1015.914983 61 0 1 2 "O=C(c1ccccc1)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1O1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"589" "LC2008-CMP884" "C54H52NO3P3Rh" "270" 213 "CD2Cl2" 958.822363 54 1 1 3 "ON(=O)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1P1O1" "B. T. Heaton, J. A. Iggo, C. Jacob, H. Blanchard, M. B. Hursthouse, I. Ghatak, M. E. Harman, R. G. Somerville, W. Heggie, P. R. Page and I. Villax, J. Chem. Soc. Dalton Trans., 1992, 2533."
"590" "LC2008-CMP885" "C36H36NO3P2Rh" "529" 213 "THF" 695.528962 36 1 1 3 "ON(=O)O[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1O1" "B. T. Heaton, J. A. Iggo, C. Jacob, H. Blanchard, M. B. Hursthouse, I. Ghatak, M. E. Harman, R. G. Somerville, W. Heggie, P. R. Page and I. Villax, J. Chem. Soc. Dalton Trans., 1992, 2533."
"591" "LC2008-CMP887" "C54H50ClP3Rh" "57" 247 "DCCl3" 930.254583 54 0 1 0 "Cl[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"592" "LC2008-CMP888" "C54H50ClP3Rh" "15" 247 "toluene-d8" 930.254583 54 0 1 0 "Cl[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"593" "LC2008-CMP889" "C9H32ClP3Rh" "-319" 312 "CD2Cl2" 371.630163 9 0 1 0 "CP([RhH2](P(C)(C)C)(P(C)(C)C)Cl)(C)C" "Cl1H1H1P1P1P1" "S. B. Duckett, G. K. Barlow, M. G. Partridge and B. A. Messerle, J. Chem. Soc. Dalton Trans., 1995, 3427.; B. A. Messerle, C. J. Sleigh, M. G. Partridge and S. B. Duckett, J. Chem. Soc. Dalton Trans., 1999, 1429."
"594" "LC2008-CMP890" "C63H68ClP3Rh" "-393" 295 "toluene-d8" 1056.493803 63 0 1 0 "Cl[RhH2](P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1)(P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1)P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1" "Cl1H1H1P1P1P1" "R. Zhou, J. A. Aguilar, A. Charlton, S. B. Duckett, P. I. P. Elliott and R. Kandiah, J. Chem. Soc. Dalton Trans., 2005, 3773."
"595" "LC2008-CMP912" "C54H50IP3Rh" "-80" 268 "toluene-d8" 1021.706053 54 0 1 0 "I[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "I1H1H1P1P1P1" "S. A. Colebrooke, S. B. Duckett, J. A. B. Lohman and R. Eisenberg, Chem. Eur. J., 2004, 10, 2459."
"596" "LC2008-CMP913" "C54H50IP3Rh" "-644" 313 "C6D6" 1021.706053 54 0 1 0 "I[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "I1H1H1P1P1P1" "P. D. Morran, S. A. Colebrooke, S. B. Duckett, J. A. B. Lohman and R. Eisenberg, J. Chem. Soc. Dalton Trans., 1998, 3363."
"597" "LC2008-CMP914" "C57H57P3RhS" "-376" 248 "toluene-d8" 969.954263 57 0 1 0 "CCCS[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"598" "LC2008-CMP915" "C57H57P3RhS" "-328" 248 "toluene-d8" 969.954263 57 0 1 0 "CC(S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)C" "S1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"599" "LC2008-CMP916" "C60H61P3RhS" "-340" 248 "toluene-d8" 1010.018123 60 0 1 0 "C1CCC(CC1)S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"600" "LC2008-CMP917" "C61H57P3RhS" "-358" 248 "toluene-d8" 1017.997063 61 0 1 0 "c1ccc(cc1)CS[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"601" "LC2008-CMP918" "C60H55P3RhS" "-323" 248 "toluene-d8" 1003.970483 60 0 1 0 "c1ccc(cc1)S[RhH2](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1H1H1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
